county_fips,year,state,county_name,dem_votes,rep_votes,seat_status,total_votes,two_party_total,dem_vote_pct,rep_vote_pct,incumbent_party,incumbent_vote_pct,partisan_lean,percent_car,percent_pt,NAME,percent_white,percent_black,percent_asian,percent_native,labor_force_participation,percent_manufacturing,percent_edu_health_services,percent_unemployment,median_income_adj2024,percent_homeowner,median_home_value_adj2024,percent_family_households,percent_married,avg_household_size,percent_upper_edu,median_age,total_population,mean_commute_time,pop_density_sq_mile,gas_price
01069,2014,AL,HOUSTON,6257,17302,Republican Incumbent,23590,23559,0.26558852243304043,0.7344114775669596,REPUBLICAN,0.7344114775669596,-0.46882295513391914,0.9605769001170036,0.00358174741517228,"Houston County, Alabama",0.696313571929016,0.275258414672771,0.0054994097492154,0.00212106379507261,56.3,1.8,42390,4.8,52540.2344740178,34.6,33737.9974651458,64.3,2.1,2.66,0.193794384045132,39.1,104193,21.8,179.697117477361,3.165172011661807
01073,2010,AL,JEFFERSON,106959,103802,Republican Open Seat,212445,210761,0.5074895260508349,0.4925104739491652,REPUBLICAN,0.4925104739491652,0.014979052101669665,0.9468753614248816,0.00901766031493469,"Jefferson County, Alabama",0.53647910956564,0.422889508089681,0.0142539347510838,0.00213649581280227,62.8,0.6,289454,7.4,59962.6478679505,35.4,239717.927556167,64.2,1.6,2.51,0.286348958179467,37.1,658555,23.4,592.610814171848,3.1747203718048027
01073,2014,AL,JEFFERSON,82865,83147,Republican Incumbent,166271,166012,0.4991506638074356,0.5008493361925644,REPUBLICAN,0.5008493361925644,-0.00169867238512883,0.9412865165431006,0.00698517207037733,"Jefferson County, Alabama",0.52397649490839,0.419707835888092,0.0162153654775399,0.0032491264283974,61.3,0.8,293602,5.4,59320.5196451204,38.4,214347.627798902,62.9,1.8,2.46,0.30513814019939,37.5,660793,23.5,594.624712786415,3.165172011661807
01073,2018,AL,JEFFERSON,152103,105661,Republican Open Seat,258068,257764,0.5900862804736116,0.4099137195263885,REPUBLICAN,0.4099137195263885,0.18017256094722306,0.9276025932588846,0.00878110043786701,"Jefferson County, Alabama",0.517559532837858,0.428630365539208,0.0145062945548309,0.00270893371757925,60.7,0.6,298525,4.1,69144.9103942652,63,209040.422142573,62.2,1.9,2.51,0.33500397191557,38.2,659300,24.2,593.281213844704,2.9898873786407765
01081,2010,AL,LEE,13846,19704,Republican Open Seat,33819,33550,0.4126974664679583,0.5873025335320418,REPUBLICAN,0.5873025335320418,-0.17460506706408346,0.9097893909500666,0.00766726015751568,"Lee County, Alabama",0.726118766870294,0.232192072737605,0.025976701235971,0.00155561869583748,64.7,1.2,63718,7.3,56787.3658872077,36.4,50542.0678587804,60.2,1.2,2.47,0.3124006760336,29.2,140780,21.8,231.716828017388,3.1747203718048027
01089,2014,AL,MADISON,26097,60277,Republican Incumbent,87094,86374,0.30213953272975663,0.6978604672702433,REPUBLICAN,0.6978604672702433,-0.3957209345404867,0.9375079231888344,0.0026621914483891,"Madison County, Alabama",0.68557717835335,0.234936440012675,0.0248616182175798,0.00435627849351554,64.6,0.6,166652,4.8,77514.2184199409,31.7,127763.798056612,65.8,1.7,2.43,0.384274658739716,37.9,350299,20.9,437.003769573688,3.165172011661807
01097,2010,AL,MOBILE,48000,61479,Republican Open Seat,110667,109479,0.4384402488148412,0.5615597511851588,REPUBLICAN,0.5615597511851588,-0.12311950237031755,0.9401282203490444,0.00603110530689778,"Mobile County, Alabama",0.607234373071814,0.347996622120273,0.0187404573687866,0.00975858806563152,60.8,1.2,170552,7.9,57677.0793214122,32.9,148745.089408528,64.7,1.9,2.64,0.210101933843374,36.7,413277,23.9,336.16303804087,3.1747203718048027
01097,2014,AL,MOBILE,34835,48651,Republican Incumbent,83568,83486,0.4172555877632178,0.5827444122367822,REPUBLICAN,0.5827444122367822,-0.1654888244735644,0.9370158362210684,0.00516835594242664,"Mobile County, Alabama",0.591258494470314,0.35303753345394,0.0207071157223281,0.00564411029983884,57,1.6,171194,4.5,57986.518800169,34.8,133002.807351077,68,1.4,2.63,0.210021875011337,37.5,415123,24.6,337.664590191663,3.165172011661807
01097,2018,AL,MOBILE,63656,69671,Republican Open Seat,133485,133327,0.4774426785272301,0.52255732147277,REPUBLICAN,0.52255732147277,-0.04511464294553991,0.9323152604756512,0.00283715553038882,"Mobile County, Alabama",0.57920711915448,0.36298600386217,0.0194244447828073,0.00738597775989288,55.5,0.9,171487,3.1,53933.4309040223,60,164952.807646356,63.1,2.4,2.57,0.222953417246289,38.1,413757,24.9,336.553474136417,2.9898873786407765
01101,2010,AL,MONTGOMERY,43439,30046,Republican Open Seat,74008,73485,0.5911274409743486,0.4088725590256515,REPUBLICAN,0.4088725590256515,0.18225488194869705,0.9491355601222792,0.00753509390751362,"Montgomery County, Alabama",0.400241033048502,0.544813003602443,0.0210403578079045,0.0024842936948539,61.2,0.5,99081,5.2,60486.0935350757,40.4,75752.537826685,64.9,2.2,2.5,0.318335781913157,34.9,229844,20.7,293.061192938038,3.1747203718048027
01101,2014,AL,MONTGOMERY,33366,23811,Republican Incumbent,57302,57177,0.5835563250957553,0.4164436749042447,REPUBLICAN,0.4164436749042447,0.16711265019151056,0.9254786509653128,0.01089481695105343,"Montgomery County, Alabama",0.384408614035165,0.566672119333831,0.0260269067019174,0.00158716825309807,63.1,0.7,100116,6.1,57593.2277144064,41.6,69338.8128432615,63,1.4,2.46,0.30426267281106,35.7,226189,20.2,288.400907439227,3.165172011661807
04005,2010,AZ,COCONINO,20792,16754,Republican Incumbent,38944,37546,0.5537740371810579,0.4462259628189421,REPUBLICAN,0.4462259628189421,0.10754807436211578,0.8072884175504262,0.01741526304845082,"Coconino County, Arizona",0.611046334598332,0.0126029513334472,0.0150017452525418,0.269065955692865,63.7,1.8,59481,7.8,60751.4213663457,38.4,39316.1049977075,64.2,4,2.84,0.312551416891319,31.7,134651,18.6,7.23199261237475,3.288729666924864
04005,2014,AZ,COCONINO,20212,14528,Republican Open Seat,36939,34740,0.5818077144502015,0.4181922855497985,REPUBLICAN,0.4181922855497985,0.16361542890040304,0.7896425874653914,0.02049773470928769,"Coconino County, Arizona",0.639328307258756,0.0156810621577258,0.0220653389695094,0.261784401737337,63,2.2,64328,4.9,66111.4343050275,39.6,37631.047739755,65.1,2.7,2.7,0.35163403558401,30.9,137682,17.8,7.3947850877972,3.3118775510204084
04005,2018,AZ,COCONINO,30712,22778,Republican Incumbent,54946,53490,0.5741633950271079,0.4258366049728921,REPUBLICAN,0.4258366049728921,0.14832679005421578,0.8249234778919295,0.02344152498712004,"Coconino County, Arizona",0.634136951012922,0.0131742898343764,0.0188094138071038,0.267244879387347,61.6,1.2,67654,3.5,77457.6802070888,62.8,367981.282357626,63.1,2,2.7,0.359918466989797,30.8,142854,19.9,7.67256888287634,3.62304
04013,2010,AZ,MARICOPA,415142,543045,Republican Incumbent,991144,958187,0.43325780875758074,0.5667421912424193,REPUBLICAN,0.5667421912424193,-0.13348438248483857,0.8844320429268364,0.02122492227642829,"Maricopa County, Arizona",0.810288315399788,0.0514564697281763,0.0339104832011321,0.0180183734474656,64.6,0.6,1673777,7.2,72691.1737734984,36.9,1259007.95735901,66.3,3,2.73,0.283068479309236,34.6,3827371,25.3,416.045602719248,3.288729666924864
04013,2014,AZ,MARICOPA,346879,469200,Republican Open Seat,857778,816079,0.42505566250326254,0.5749443374967375,REPUBLICAN,0.5749443374967375,-0.1498886749934749,0.8733066041006785,0.02222606859144078,"Maricopa County, Arizona",0.789971400896117,0.0511458847898226,0.039732911919213,0.0187145645995012,62.9,0.8,1858087,4.3,71610.8660752007,41.1,1140464.42754542,64.9,2.9,2.77,0.302451637172386,35.7,4087191,25,444.288741024501,3.3118775510204084
04013,2018,AZ,MARICOPA,603055,800210,Republican Incumbent,1432938,1403265,0.4297513299341179,0.5702486700658821,REPUBLICAN,0.5702486700658821,-0.14049734013176418,0.8678974158443375,0.01913273659303748,"Maricopa County, Arizona",0.785993501441,0.0584673067889356,0.0418989739785582,0.0207738962153103,64.6,0.6,2139992,2.9,81727.4153723616,62.6,346688.968538431,65.9,3.1,2.75,0.332121215408702,36.6,4410824,26.3,479.468525410399,3.62304
04015,2014,AZ,MOHAVE,10662,33150,Republican Open Seat,46675,43812,0.24335798411394136,0.7566420158860586,REPUBLICAN,0.7566420158860586,-0.5132840317721172,0.9312483766977832,0.00837241990435885,"Mohave County, Arizona",0.904180250883896,0.012106549436716,0.012106549436716,0.0280732293802647,44.4,2.5,66530,5.2,50056.9201520913,32.8,72591.436417406,64.3,2.4,2.47,0.129464699879395,49.7,203361,19.2,15.2776790819628,3.3118775510204084
04015,2018,AZ,MOHAVE,13580,56682,Republican Incumbent,71593,70262,0.19327659332213715,0.8067234066778629,REPUBLICAN,0.8067234066778629,-0.6134468133557258,0.8963219578973836,0.00568538980541159,"Mohave County, Arizona",0.912288236697686,0.011496062992126,0.0120162252445717,0.0207396802672393,45.3,0.9,72632,4.5,57689.645559538,70.5,237096.176821983,62.6,3,2.28,0.14322591079015,52.5,209550,21.2,15.7426333054288,3.62304
04019,2010,AZ,PIMA,158337,148916,Republican Incumbent,315589,307253,0.51533101385503155,0.4846689861449685,REPUBLICAN,0.4846689861449685,0.030662027710063045,0.8642214974509866,0.02008520256923013,"Pima County, Arizona",0.808366101446413,0.0344732088857755,0.0265162082524736,0.0325549761035438,60,0.9,412292,6.8,63843.0674002751,36.4,351034.488766621,62.9,2.2,2.49,0.299641391548671,37.8,982154,23.7,106.906506374238,3.288729666924864
04019,2014,AZ,PIMA,136302,122966,Republican Open Seat,270670,259268,0.5257185614884984,0.4742814385115016,REPUBLICAN,0.4742814385115016,0.05143712297699676,0.8605361145762013,0.0291458370459299,"Pima County, Arizona",0.773637254160212,0.0340243460532236,0.0266864838389832,0.0323439347904862,59.2,1.3,430957,5.4,60928.229826785,39.9,311150.382340515,60.9,2,2.5,0.307666486734134,38,1004516,24.2,109.34058829575,3.3118775510204084
04019,2018,AZ,PIMA,195227,184621,Republican Incumbent,388554,379848,0.5139608474968935,0.4860391525031066,REPUBLICAN,0.4860391525031066,0.02792169499378694,0.8683136798735549,0.02141531549130689,"Pima County, Arizona",0.742854448147532,0.0365133152338671,0.029334801308474,0.0437312874071408,57.6,1,454426,3.2,66963.0744723218,62.3,248118.080446037,61.2,2.8,2.51,0.315404480571485,39,1039073,25.3,113.102084090477,3.62304
04021,2010,AZ,PINAL,30109,45807,Republican Incumbent,78591,75916,0.3966094104009695,0.6033905895990305,REPUBLICAN,0.6033905895990305,-0.206781179198061,0.8928387508358762,0.00376624674296518,"Pinal County, Arizona",0.753771082893482,0.0457584110128647,0.01698876100062,0.0528498705196409,53.7,1.9,132869,8,72258.5740486016,21.8,133983.344795965,70.9,2.9,2.99,0.164747356051704,35.3,383842,31.4,71.5367394891991,3.288729666924864
04021,2014,AZ,PINAL,26131,41313,Republican Open Seat,71473,67444,0.3874473637388055,0.6125526362611945,REPUBLICAN,0.6125526362611945,-0.225105272522389,0.9058469352813606,0.00148384887569912,"Pinal County, Arizona",0.810361815096612,0.0460641225324569,0.019852308182266,0.0516324225339497,49.4,3.8,142635,4.1,66257.5897760879,32.7,118226.489226869,70.9,2.6,2.84,0.170774306229381,38.4,401918,30.5,74.9055685985898,3.3118775510204084
04021,2018,AZ,PINAL,38801,75272,Republican Incumbent,116853,114073,0.34014183899783473,0.6598581610021653,REPUBLICAN,0.6598581610021653,-0.3197163220043306,0.8971005082227189,0.0019542224941623,"Pinal County, Arizona",0.804489889027549,0.044610388739047,0.0161762140547214,0.0495149148585001,49.3,3.6,162888,3.6,73969.4982078853,78.1,250748.307447232,74.1,3,2.84,0.196574254157592,39.8,447138,31.6,83.3332324803474,3.62304
04025,2014,AZ,YAVAPAI,23210,46806,Republican Open Seat,74154,70016,0.33149565813528337,0.6685043418647166,REPUBLICAN,0.6685043418647166,-0.33700868372943327,0.866324376449738,0.00410487633245588,"Yavapai County, Arizona",0.910529875162216,0.00567070607373289,0.0103498382409388,0.0151249291732924,47,2.5,78725,4.8,58801.0033798057,28.6,85892.9129700042,64.1,1.6,2.37,0.255241286701105,52,218844,23.7,26.9394396438847,3.3118775510204084
04027,2014,AZ,YUMA,10497,14844,Republican Open Seat,26499,25341,0.41422990410796734,0.5857700958920327,REPUBLICAN,0.5857700958920327,-0.17154019178406532,0.9016350453013754,0.01492126345601636,"Yuma County, Arizona",0.785354765383991,0.0232377353663277,0.0118427332260747,0.0086840150162118,56,12.8,75232,5.7,53158.0735107731,33.9,62009.780312632,76.9,3.6,2.8,0.135113389863932,34,203247,18.8,36.8601926328939,3.3118775510204084
